NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
UTP11	1	UTP11	
CCDC87	1	CCDC87	
TRIB2	1	TRIB2	
SLC16A4	1	SLC16A4	
SUSD5	1	SUSD5	
PPP1CB	1	PPP1CB	
TMEM120B	1	TMEM120B	
ZNF490	1	ZNF490	
COG2	1	COG2	
VWA3B	1	VWA3B	
ODF2	1	ODF2	
B9D1	1	B9D1	
IRF5	1	IRF5	
ITFG2	1	ITFG2	
DCAF15	1	DCAF15	
DCPS	1	DCPS	
ZNF335	1	ZNF335	
TTC30A	1	TTC30A	
XBP1	1	XBP1	
ROM1	1	ROM1	
PLCB1	1	PLCB1	
SMIM30	1	SMIM30	
BCS1L	1	BCS1L	
PTPN6	1	PTPN6	
TRIT1	1	TRIT1	
JMJD8	1	JMJD8	
RBM26-AS1	1	RBM26-AS1	
AK1	1	AK1	
LGI4	1	LGI4	
LINC02447	1	LINC02447	
SLC39A3	1	SLC39A3	
TXNDC11	1	TXNDC11	
OPN3	1	OPN3	
ZNF410	1	ZNF410	
PURB	1	PURB	
TARS2	1	TARS2	
SEC16A	1	SEC16A	
RPL41	1	RPL41	
TXLNG	1	TXLNG	
UNC13B	1	UNC13B	
DHX32	1	DHX32	
CNTNAP4	1	CNTNAP4	
CFAP43	1	CFAP43	
RPLP2	1	RPLP2	
TOP3B	1	TOP3B	
LRRC8D	1	LRRC8D	
PTRH1	1	PTRH1	
ADORA2A	1	ADORA2A	
LRP4	1	LRP4	
ALK	1	ALK	
WWOX	1	WWOX	
IMPA2	1	IMPA2	
IFT46	1	IFT46	
GGCX	1	GGCX	
GRAMD2B	1	GRAMD2B	
C6orf163	1	C6orf163	
GIGYF1	1	GIGYF1	
SNHG30	1	SNHG30	
CASKIN2	1	CASKIN2	
HLA-DMA	1	HLA-DMA	
DPM1	1	DPM1	
ACAP1	1	ACAP1	
TAX1BP3	1	TAX1BP3	
DNAJC14	1	DNAJC14	
SSR4	1	SSR4	
P2RY1	1	P2RY1	
TRAM2	1	TRAM2	
ELK3	1	ELK3	
RPS8	1	RPS8	
GIPC1	1	GIPC1	
CD63	1	CD63	
CRTC2	1	CRTC2	
TESMIN	1	TESMIN	
LINC01122	1	LINC01122	
PER1	1	PER1	
TNFRSF6B	1	TNFRSF6B	
MFAP3L	1	MFAP3L	
DYNC2I2	1	WDR34	
MMP24OS	1	MMP24OS	
PKIG	1	PKIG	
RIPK2	1	RIPK2	
SMTN	1	SMTN	
ORAI1	1	ORAI1	
CD302	1	CD302	
PACSIN3	1	PACSIN3	
MIDEAS	1	ELMSAN1	
RPP25L	1	RPP25L	
ZNF747	1	ZNF747	
MIR497HG	1	MIR497HG	
RPS7	1	RPS7	
TMPO-AS1	1	TMPO-AS1	
SPATA18	1	SPATA18	
APOD	1	APOD	
NEK6	1	NEK6	
ZNF225	1	ZNF225	
SDK2	1	SDK2	
ABRAXAS1	1	ABRAXAS1	
CFAP298	1	CFAP298	
STK33	1	STK33	
IPO9-AS1	1	IPO9-AS1	
CCDC18-AS1	1	CCDC18-AS1	
LMBR1L	1	LMBR1L	
RFX4	1	RFX4	
NOXA1	1	NOXA1	
RAB30-DT	1	RAB30-DT	
SNRPA1	1	SNRPA1	
HS1BP3	1	HS1BP3	
SNX33	1	SNX33	
OSER1	1	OSER1	
CERNA1	1	CERNA1	
CCDC153	1	CCDC153	
CNBP	1	CNBP	
POLR2J3	1	POLR2J3	
ABHD14B	1	ABHD14B	
GDPGP1	1	GDPGP1	
MCM7	1	MCM7	
IER3IP1	1	IER3IP1	
CDK18	1	CDK18	
CYBC1	1	CYBC1	
ZFAND2B	1	ZFAND2B	
KCTD14	1	KCTD14	
IFT52	1	IFT52	
RNF32	1	RNF32	
STX5	1	STX5	
EOLA2-DT	1	LINC00894	
REEP3	1	REEP3	
ZYX	1	ZYX	
FAM151B	1	FAM151B	
OSGEP	1	OSGEP	
RASAL3	1	RASAL3	
MBD6	1	MBD6	
RPL18	1	RPL18	
CHCHD5	1	CHCHD5	
ADD3	1	ADD3	
ARHGAP42	1	ARHGAP42	
CNEP1R1	1	CNEP1R1	
TMEM132D	1	TMEM132D	
ZNF843	1	ZNF843	
PLK4	1	PLK4	
IFITM3	1	IFITM3	
ZNF699	1	ZNF699	
HSPA12B	1	HSPA12B	
XYLT2	1	XYLT2	
USP6NL	1	USP6NL	
MEX3D	1	MEX3D	
AHNAK	1	AHNAK	
GNAL	1	GNAL	
ANXA11	1	ANXA11	
LAMP1	1	LAMP1	
SDSL	1	SDSL	
MRPS14	1	MRPS14	
USP32	1	USP32	
CCDC120	1	CCDC120	
MINCR	1	MINCR	
EFHC1	1	EFHC1	
ELK4	1	ELK4	
SBF2	1	SBF2	
NGB	1	NGB	
C1S	1	C1S	
SELENOK	1	SELENOK	
CTRL	1	CTRL	
GON7	1	GON7	
NPRL3	1	NPRL3	
BBLN	1	C9orf16	
RCOR3	1	RCOR3	
PARP12	1	PARP12	
BLOC1S4	1	BLOC1S4	
SMARCC2	1	SMARCC2	
AP5Z1	1	AP5Z1	
KHNYN	1	KHNYN	
LINC00963	1	LINC00963	
ECEL1	1	ECEL1	
UBR7	1	UBR7	
ARG2	1	ARG2	
FNDC3A	1	FNDC3A	
GATD1	1	GATD1	
BZW1	1	BZW1	
RSPRY1	1	RSPRY1	
TSSC4	1	TSSC4	
ABCC6	1	ABCC6	
SAP30	1	SAP30	
NUBP1	1	NUBP1	
CC2D1B	1	CC2D1B	
TLCD3A	1	TLCD3A	
IFT140	1	IFT140	
TNFRSF21	1	TNFRSF21	
TMEM223	1	TMEM223	
KLF11	1	KLF11	
BOLA2	1	BOLA2	
TCIM	1	TCIM	
TMCO6	1	TMCO6	
SLC2A1-DT	1	SLC2A1-AS1	
ADGRA3	1	ADGRA3	
WIPI1	1	WIPI1	
C2orf81	1	C2orf81	
FOXH1	1	FOXH1	
TBC1D15	1	TBC1D15	
MERTK	1	MERTK	
COMMD10	1	COMMD10	
SLC10A7	1	SLC10A7	
USP54	1	USP54	
NEK5	1	NEK5	
NATD1	1	NATD1	
CRACDL	1	KIAA1211L	
FEZF1-AS1	1	FEZF1-AS1	
MGAT2	1	MGAT2	
GAS5	1	GAS5	
DCLRE1C	1	DCLRE1C	
TOB2	1	TOB2	
ECHDC3	1	ECHDC3	
LSG1	1	LSG1	
WDPCP	1	WDPCP	
EHHADH	1	EHHADH	
EFNA2	1	EFNA2	
ZRSR2	1	ZRSR2	
RGS22	1	RGS22	
KIF2C	1	KIF2C	
ARVCF	1	ARVCF	
NOVA1-DT	1	LINC02588	
CKLF	1	CKLF	
SPTSSA	1	SPTSSA	
C11orf16	1	C11orf16	
DNAL1	1	DNAL1	
LIG1	1	LIG1	
C1GALT1C1L	1	C1GALT1C1L	
GNAS	1	GNAS	
HSPA2	1	HSPA2	
ZNF629	1	ZNF629	
TCAIM	1	TCAIM	
RTKN	1	RTKN	
EPHX1	1	EPHX1	
MAPRE1	1	MAPRE1	
DARS1	1	DARS	
ODC1-DT	1	ODC1-DT	
METTL9	1	METTL9	
TSTD3	1	TSTD3	
PTGR1	1	PTGR1	
PDE11A	1	PDE11A	
MYLIP	1	MYLIP	
DNAH1	1	DNAH1	
PAMR1	1	PAMR1	
MIR9-1HG	1	C1orf61	
TAP2	1	TAP2	
CXCR4	1	CXCR4	
CCDC77	1	CCDC77	
PDIA4	1	PDIA4	
GHR	1	GHR	
MIR762HG	1	MIR762HG	
ZSCAN30	1	ZSCAN30	
MRPL18	1	MRPL18	
RNF144A	1	RNF144A	
NOL6	1	NOL6	
PPP1R1A	1	PPP1R1A	
CARS1	1	CARS	
AGT	1	AGT	
STAG1	1	STAG1	
UXS1	1	UXS1	
COX10	1	COX10	
SDHAF3	1	SDHAF3	
CD86	1	CD86	
TMEM54	1	TMEM54	
CLN8	1	CLN8	
SFTPD-AS1	1	SFTPD-AS1	
RPS6KB2	1	RPS6KB2	
MEDAG	1	MEDAG	
EIF3G	1	EIF3G	
FAM193A	1	FAM193A	
MTFP1	1	MTFP1	
TRIO	1	TRIO	
CBY1	1	CBY1	
PHLDA1	1	PHLDA1	
CTSS	1	CTSS	
TRAPPC2	1	TRAPPC2	
SOX9	1	SOX9	
CPNE6	1	CPNE6	
ZNF425	1	ZNF425	
PPP4C	1	PPP4C	
SHISA6	1	SHISA6	
EML3	1	EML3	
IGF2R	1	IGF2R	
PCIF1	1	PCIF1	
SLC25A5-AS1	1	SLC25A5-AS1	
TRAF4	1	TRAF4	
COA6-AS1	1	COA6-AS1	
PARD6G-AS1	1	PARD6G-AS1	
FAIM	1	FAIM	
CLEC14A	1	CLEC14A	
PTPN13	1	PTPN13	
PRMT7	1	PRMT7	
ITM2B	1	ITM2B	
LINC00844	1	LINC00844	
WHAMM	1	WHAMM	
C5orf63	1	C5orf63	
EIF5AL1	1	EIF5AL1	
RPS13	1	RPS13	
ACTN4	1	ACTN4	
ZNF593	1	ZNF593	
TMEM209	1	TMEM209	
SH2D6	1	SH2D6	
GLIS2	1	GLIS2	
ZMYND8	1	ZMYND8	
GLTP	1	GLTP	
COPB1	1	COPB1	
RRAGB	1	RRAGB	
KNCN	1	KNCN	
UGDH	1	UGDH	
TOB1	1	TOB1	
TMEM170A	1	TMEM170A	
ABCB1	1	ABCB1	
CYFIP1	1	CYFIP1	
ZBED5-AS1	1	ZBED5-AS1	
NECAB2	1	NECAB2	
LIPE	1	LIPE	
ZNF79	1	ZNF79	
SLC2A3	1	SLC2A3	
NR3C1	1	NR3C1	
PSENEN	1	PSENEN	
CPSF7	1	CPSF7	
SLC9A9	1	SLC9A9	
RBM20	1	RBM20	
LINC01431	1	LINC01431	
CHST12	1	CHST12	
CYTH2	1	CYTH2	
CBR1	1	CBR1	
CCDC137	1	CCDC137	
TSPAN12	1	TSPAN12	
SAV1	1	SAV1	
ZGPAT	1	ZGPAT	
HPSE2	1	HPSE2	
SENP1	1	SENP1	
SPAG17	1	SPAG17	
ZNF330	1	ZNF330	
RPN2	1	RPN2	
WRAP73	1	WRAP73	
CWF19L1	1	CWF19L1	
NUDT12	1	NUDT12	
CHD2	1	CHD2	
PNRC2	1	PNRC2	
FBL	1	FBL	
METTL22	1	METTL22	
ZBTB8A	1	ZBTB8A	
CKB	1	CKB	
PNPT1	1	PNPT1	
HPS5	1	HPS5	
ZNF829	1	ZNF829	
CHMP6	1	CHMP6	
RDM1	1	RDM1	
FAM111A	1	FAM111A	
FKBP11	1	FKBP11	
PLCB3	1	PLCB3	
APTR	1	APTR	
ZNF763	1	ZNF763	
PAN3	1	PAN3	
PXN	1	PXN	
PSD4	1	PSD4	
GJA1	1	GJA1	
LINC01409	1	LINC01409	
HERC5	1	HERC5	
PCNX2	1	PCNX2	
ZNF3	1	ZNF3	
TEX261	1	TEX261	
CEACAM19	1	CEACAM19	
RBMS1	1	RBMS1	
TMEM50A	1	TMEM50A	
TBC1D31	1	TBC1D31	
CAPN3	1	CAPN3	
RAB40C	1	RAB40C	
JDP2	1	JDP2	
IKBKE	1	IKBKE	
DDIT4	1	DDIT4	
SLC25A33	1	SLC25A33	
BLOC1S1	1	BLOC1S1	
DPM2	1	DPM2	
TRAFD1	1	TRAFD1	
NOS1	1	NOS1	
ZNF565	1	ZNF565	
C2orf49	1	C2orf49	
NMB	1	NMB	
OST4	1	OST4	
SLX9	1	FAM207A	
ACCS	1	ACCS	
FBXW8	1	FBXW8	
JMJD6	1	JMJD6	
TPST1	1	TPST1	
PARTICL	1	PARTICL	
TMEM98	1	TMEM98	
DLEU2	1	DLEU2	
MYCBP	1	MYCBP	
DUSP8	1	DUSP8	
PACRG	1	PACRG	
PRR5L	1	PRR5L	
ZSCAN25	1	ZSCAN25	
LEAP2	1	LEAP2	
TMEM69	1	TMEM69	
HSPB2	1	HSPB2	
ADGRF4	1	ADGRF4	
MYO9B	1	MYO9B	
MIER2	1	MIER2	
TBC1D2	1	TBC1D2	
EFCAB2	1	EFCAB2	
TMEM154	1	TMEM154	
HYAL2	1	HYAL2	
WDR90	1	WDR90	
PAQR3	1	PAQR3	
PSAT1	1	PSAT1	
KANSL2	1	KANSL2	
CIB1	1	CIB1	
RPS18	1	RPS18	
ATP1A2	1	ATP1A2	
PLXNB2	1	PLXNB2	
DLEC1	1	DLEC1	
VMAC	1	VMAC	
DUSP16	1	DUSP16	
TRIR	1	TRIR	
ITGB3BP	1	ITGB3BP	
ALG6	1	ALG6	
EZR	1	EZR	
PCP4	1	PCP4	
TRABD	1	TRABD	
CCDC61	1	CCDC61	
RABGGTB	1	RABGGTB	
SH3GL1	1	SH3GL1	
VASP	1	VASP	
SYT3	1	SYT3	
ARAP2	1	ARAP2	
GRAMD1C	1	GRAMD1C	
BSG	1	BSG	
LBR	1	LBR	
DMGDH	1	DMGDH	
ACTR5	1	ACTR5	
TIPARP-AS1	1	TIPARP-AS1	
MPV17L2	1	MPV17L2	
UBXN8	1	UBXN8	
NELFCD	1	NELFCD	
GTF3C5	1	GTF3C5	
COLCA1	1	COLCA1	
B3GNTL1	1	B3GNTL1	
DNPH1	1	DNPH1	
PI16	1	PI16	
LINC02440	1	LINC02440	
LDAH	1	LDAH	
ATP6V0E1	1	ATP6V0E1	
TMED4	1	TMED4	
PTPN20	1	PTPN20	
LINC00511	1	LINC00511	
INHBB	1	INHBB	
TP53I11	1	TP53I11	
IFI27L1	1	IFI27L1	
HMG20B	1	HMG20B	
C1orf21	1	C1orf21	
CYB5A	1	CYB5A	
C11orf96	1	C11orf96	
ELMO3	1	ELMO3	
STAT3	1	STAT3	
SYNGAP1	1	SYNGAP1	
GALNT7	1	GALNT7	
C1QBP	1	C1QBP	
PTX3	1	PTX3	
PLEKHA4	1	PLEKHA4	
SEPTIN1	1	SEPTIN1	
ZFAS1	1	ZFAS1	
GEMIN7	1	GEMIN7	
ABT1	1	ABT1	
IQGAP1	1	IQGAP1	
STYK1	1	STYK1	
PAQR4	1	PAQR4	
VCPKMT	1	VCPKMT	
RGS20	1	RGS20	
MYADML2	1	MYADML2	
ACAA2	1	ACAA2	
FERMT3	1	FERMT3	
TMEM256	1	TMEM256	
UBE2D4	1	UBE2D4	
SMPD2	1	SMPD2	
SHLD1	1	SHLD1	
IFI35	1	IFI35	
NRG2	1	NRG2	
VWC2	1	VWC2	
PRSS53	1	PRSS53	
RARRES2	1	RARRES2	
TMEM128	1	TMEM128	
SZRD1	1	SZRD1	
ANP32A	1	ANP32A	
FBXL18	1	FBXL18	
CHD1	1	CHD1	
IFT172	1	IFT172	
ORMDL2	1	ORMDL2	
RTCA-AS1	1	RTCA-AS1	
LRRC75A	1	LRRC75A	
STRIP2	1	STRIP2	
DNAJC4	1	DNAJC4	
MTRFR	1	C12orf65	
NRIP1	1	NRIP1	
MCM9	1	MCM9	
MAPK8IP1	1	MAPK8IP1	
ENPP5	1	ENPP5	
DRD4	1	DRD4	
ACAD8	1	ACAD8	
KCTD21	1	KCTD21	
MUC1	1	MUC1	
UBAC2	1	UBAC2	
TM7SF2	1	TM7SF2	
LRBA	1	LRBA	
GOLGA6L4	1	GOLGA6L4	
ERBB3	1	ERBB3	
TSBP1-AS1	1	TSBP1-AS1	
SLC35D2	1	SLC35D2	
TP53INP1	1	TP53INP1	
ELOA-AS1	1	ELOA-AS1	
C14orf93	1	C14orf93	
EDN1	1	EDN1	
ECRG4	1	ECRG4	
CETN2	1	CETN2	
PTPRZ1	1	PTPRZ1	
POLM	1	POLM	
ZNF273	1	ZNF273	
SLC12A9	1	SLC12A9	
TRERF1	1	TRERF1	
LRRC23	1	LRRC23	
RAF1	1	RAF1	
FANK1	1	FANK1	
COA4	1	COA4	
EMC1-AS1	1	EMC1-AS1	
IGFBP2	1	IGFBP2	
LBHD2	1	LBHD2	
RELA-DT	1	RELA-DT	
METTL7A	1	METTL7A	
CARD14	1	CARD14	
ZNF575	1	ZNF575	
PCNA	1	PCNA	
PAXBP1	1	PAXBP1	
NEK8	1	NEK8	
MCMBP	1	MCMBP	
CRISPLD1	1	CRISPLD1	
PRMT3	1	PRMT3	
THEMIS2	1	THEMIS2	
HEXA	1	HEXA	
B3GALT4	1	B3GALT4	
DCHS1	1	DCHS1	
GABRA4	1	GABRA4	
BRPF1	1	BRPF1	
MAGT1	1	MAGT1	
RPL12	1	RPL12	
CENATAC	1	CCDC84	
KRT10	1	KRT10	
ACADVL	1	ACADVL	
KDR	1	KDR	
UNK	1	UNK	
ZCCHC14	1	ZCCHC14	
KIAA0825	1	KIAA0825	
MGST1	1	MGST1	
IRAK4	1	IRAK4	
SLC39A13	1	SLC39A13	
HTR7	1	HTR7	
SPATA24	1	SPATA24	
NTSR1	1	NTSR1	
BARD1	1	BARD1	
SLC15A4	1	SLC15A4	
CDHR2	1	CDHR2	
SCAMP1-AS1	1	SCAMP1-AS1	
RBBP9	1	RBBP9	
NOB1	1	NOB1	
SRGN	1	SRGN	
TEKT3	1	TEKT3	
POLR1E	1	POLR1E	
MANSC1	1	MANSC1	
COX8A	1	COX8A	
PCDHB10	1	PCDHB10	
THAP6	1	THAP6	
YIF1A	1	YIF1A	
ZNF543	1	ZNF543	
VPS25	1	VPS25	
SPINDOC	1	SPINDOC	
TGS1	1	TGS1	
TSPAN11	1	TSPAN11	
ZNRF3	1	ZNRF3	
MSRB1	1	MSRB1	
DLK1	1	DLK1	
MGLL	1	MGLL	
GAS8	1	GAS8	
HBA2	1	HBA2	
RPL23A	1	RPL23A	
PSPH	1	PSPH	
TLE1	1	TLE1	
DNAJC1	1	DNAJC1	
FNDC4	1	FNDC4	
CHFR	1	CHFR	
IL17RB	1	IL17RB	
ZNF561-AS1	1	ZNF561-AS1	
DAG1	1	DAG1	
POFUT2	1	POFUT2	
SAYSD1	1	SAYSD1	
ZFYVE21	1	ZFYVE21	
FLG-AS1	1	FLG-AS1	
HCFC1	1	HCFC1	
RNF216	1	RNF216	
PPP1R36	1	PPP1R36	
SNHG32	1	SNHG32	
RPL13A	1	RPL13A	
TSHZ1	1	TSHZ1	
ABHD17A	1	ABHD17A	
VWCE	1	VWCE	
TET1	1	TET1	
CLTRN	1	CLTRN	
TNS1	1	TNS1	
ANAPC10	1	ANAPC10	
C21orf91	1	C21orf91	
PLPP4	1	PLPP4	
TTLL5	1	TTLL5	
ADA2	1	ADA2	
RGMA	1	RGMA	
TMEM38A	1	TMEM38A	
ASTN1	1	ASTN1	
ACSF2	1	ACSF2	
GPC2	1	GPC2	
AIMP2	1	AIMP2	
CDK9	1	CDK9	
ST6GALNAC6	1	ST6GALNAC6	
PROSER1	1	PROSER1	
P3H1	1	P3H1	
MAP3K12	1	MAP3K12	
AFF2	1	AFF2	
MBNL1-AS1	1	MBNL1-AS1	
TSPAN7	1	TSPAN7	
KIT	1	KIT	
LST1	1	LST1	
TAS2R14	1	TAS2R14	
STOX1	1	STOX1	
JCAD	1	JCAD	
DPF2	1	DPF2	
ZNF354C	1	ZNF354C	
POLG2	1	POLG2	
GEMIN5	1	GEMIN5	
BUD31	1	BUD31	
ALDH4A1	1	ALDH4A1	
OXTR	1	OXTR	
NOTCH1	1	NOTCH1	
CCDC24	1	CCDC24	
PCGF6	1	PCGF6	
TLR4	1	TLR4	
THSD1	1	THSD1	
BRD2	1	BRD2	
SLC2A14	1	SLC2A14	
TASP1	1	TASP1	
SEC24A	1	SEC24A	
METTL1	1	METTL1	
MCCC2	1	MCCC2	
CDC26	1	CDC26	
IFT43	1	IFT43	
TP53BP2	1	TP53BP2	
ADAM8	1	ADAM8	
COCH	1	COCH	
DERA	1	DERA	
PROX1	1	PROX1	
IZUMO4	1	IZUMO4	
ATG16L1	1	ATG16L1	
SIKE1	1	SIKE1	
KLLN	1	KLLN	
SLC2A1	1	SLC2A1	
XAB2	1	XAB2	
ATN1	1	ATN1	
SPATC1L	1	SPATC1L	
SMAD1	1	SMAD1	
CEMIP2	1	CEMIP2	
FSIP1	1	FSIP1	
MCCC1	1	MCCC1	
SEPTIN2	1	SEPTIN2	
TRMT61B	1	TRMT61B	
CIT	1	CIT	
LINC02604	1	LINC02604	
LXN	1	LXN	
ALKBH2	1	ALKBH2	
DECR2	1	DECR2	
LANCL3	1	LANCL3	
HMGXB3	1	HMGXB3	
ZNF267	1	ZNF267	
SLC41A1	1	SLC41A1	
RPL27A	1	RPL27A	
STMN4	1	STMN4	
CAPN2	1	CAPN2	
RPS6KA5	1	RPS6KA5	
SAMD4A	1	SAMD4A	
IQCH	1	IQCH	
MLX	1	MLX	
FBXO46	1	FBXO46	
MIR7-3HG	1	MIR7-3HG	
GABPA	1	GABPA	
PNPLA4	1	PNPLA4	
EEF1D	1	EEF1D	
EPHA6	1	EPHA6	
INPP5B	1	INPP5B	
ANAPC11	1	ANAPC11	
SORCS3	1	SORCS3	
HAT1	1	HAT1	
CDK4	1	CDK4	
TARS1	1	TARS	
HACL1	1	HACL1	
LRRC58	1	LRRC58	
ADAMTSL2	1	ADAMTSL2	
BORCS6	1	BORCS6	
TMEM140	1	TMEM140	
TPK1	1	TPK1	
THBS4	1	THBS4	
SLC4A4	1	SLC4A4	
ACBD3	1	ACBD3	
USP1	1	USP1	
OTULINL	1	OTULINL	
FAM53B	1	FAM53B	
RAB32	1	RAB32	
JAM2	1	JAM2	
CFAP418	1	C8orf37	
PHPT1	1	PHPT1	
CMC4	1	CMC4	
SFT2D3	1	SFT2D3	
TSEN54	1	TSEN54	
TP53I13	1	TP53I13	
C1orf159	1	C1orf159	
KLB	1	KLB	
LINC01170	1	LINC01170	
TRA2B	1	TRA2B	
HDAC1	1	HDAC1	
ACOT4	1	ACOT4	
FLNB	1	FLNB	
RPS2	1	RPS2	
BDNF-AS	1	BDNF-AS	
SMIM15	1	SMIM15	
KIF13B	1	KIF13B	
CISH	1	CISH	
GRAMD2A	1	GRAMD2A	
CTNNA1	1	CTNNA1	
CD300A	1	CD300A	
AFAP1L1	1	AFAP1L1	
BABAM2	1	BABAM2	
HTRA3	1	HTRA3	
RPL30	1	RPL30	
ENOSF1	1	ENOSF1	
MSTO1	1	MSTO1	
BEST4	1	BEST4	
VPS37C	1	VPS37C	
LINC-PINT	1	LINC-PINT	
DUSP5	1	DUSP5	
HIPK1	1	HIPK1	
C1orf131	1	C1orf131	
CDKN2AIP	1	CDKN2AIP	
OGFR-AS1	1	OGFR-AS1	
ID1	1	ID1	
KIAA1614	1	KIAA1614	
LINC01778	1	LINC01778	
SPRY4	1	SPRY4	
ELOVL2	1	ELOVL2	
EEPD1	1	EEPD1	
GM2A	1	GM2A	
NIFK	1	NIFK	
NCAM2	1	NCAM2	
TNFRSF1B	1	TNFRSF1B	
MDH1B	1	MDH1B	
SWAP70	1	SWAP70	
IQCC	1	IQCC	
POGLUT3	1	POGLUT3	
RPS11	1	RPS11	
ANK1	1	ANK1	
GLIPR2	1	GLIPR2	
OSGIN1	1	OSGIN1	
FOXO4	1	FOXO4	
CACTIN	1	CACTIN	
NOTCH2	1	NOTCH2	
C10orf105	1	C10orf105	
CYB5RL	1	CYB5RL	
PRDX4	1	PRDX4	
FBXO10	1	FBXO10	
TXNDC5	1	TXNDC5	
PCSK1	1	PCSK1	
ZNF473	1	ZNF473	
GIMAP6	1	GIMAP6	
FAM24B	1	FAM24B	
SLC35C2	1	SLC35C2	
TMEM67	1	TMEM67	
KLHL15	1	KLHL15	
SNHG15	1	SNHG15	
MAP3K13	1	MAP3K13	
IL17RC	1	IL17RC	
PPDPF	1	PPDPF	
MTA1	1	MTA1	
SAAL1	1	SAAL1	
TSR3	1	TSR3	
LCORL	1	LCORL	
EDNRB	1	EDNRB	
NIBAN2	1	NIBAN2	
MSANTD2	1	MSANTD2	
GPX7	1	GPX7	
RBFADN	1	RBFADN	
IFNGR1	1	IFNGR1	
RAMP1	1	RAMP1	
ZDHHC11B	1	ZDHHC11B	
SDF4	1	SDF4	
LINC01088	1	LINC01088	
LRFN2	1	LRFN2	
MCL1	1	MCL1	
FCGR2A	1	FCGR2A	
INTS6-AS1	1	INTS6-AS1	
TJP2	1	TJP2	
NKX3-1	1	NKX3-1	
ZNF22	1	ZNF22	
NOC4L	1	NOC4L	
PPP5D1P	1	PPP5D1	
MRPL16	1	MRPL16	
RYK	1	RYK	
GPR108	1	GPR108	
SERF2	1	SERF2	
WDR19	1	WDR19	
DLGAP1	1	DLGAP1	
BCL2L12	1	BCL2L12	
SLC25A5	1	SLC25A5	
RNF139	1	RNF139	
CCDC102A	1	CCDC102A	
PPARA	1	PPARA	
ATAD3A	1	ATAD3A	
DESI2	1	DESI2	
TMEM179B	1	TMEM179B	
SNHG3	1	SNHG3	
ELOVL5	1	ELOVL5	
ZNF674	1	ZNF674	
MEIS2	1	MEIS2	
MIATNB	1	MIATNB	
ALAS1	1	ALAS1	
CMTM3	1	CMTM3	
CNTNAP1	1	CNTNAP1	
PLIN4	1	PLIN4	
PABPC1L	1	PABPC1L	
TIMM23B	1	TIMM23B	
BICRA	1	BICRA	
KLHL41	1	KLHL41	
NKAPL	1	NKAPL	
ISM2	1	ISM2	
PIK3CD-AS2	1	PIK3CD-AS2	
NPTX2	1	NPTX2	
DDIT3	1	DDIT3	
LINC01503	1	LINC01503	
LIMD1-AS1	1	LIMD1-AS1	
STRC	1	STRC	
BICC1	1	BICC1	
CFP	1	CFP	
CCDC59	1	CCDC59	
ADGRD1	1	ADGRD1	
TRAF1	1	TRAF1	
ELOVL2-AS1	1	ELOVL2-AS1	
NCSTN	1	NCSTN	
DHRS4	1	DHRS4	
NCKAP5L	1	NCKAP5L	
TGDS	1	TGDS	
SH3BGRL3	1	SH3BGRL3	
RAB11B	1	RAB11B	
RPL29	1	RPL29	
AURKC	1	AURKC	
SDCBP2-AS1	1	SDCBP2-AS1	
MIMT1	1	MIMT1	
CDH11	1	CDH11	
ESAM	1	ESAM	
CTDSP1	1	CTDSP1	
SNHG5	1	SNHG5	
RAD54L2	1	RAD54L2	
CIAO3	1	CIAO3	
ZNF665	1	ZNF665	
IFRD1	1	IFRD1	
MR1	1	MR1	
LTB4R2	1	LTB4R2	
CREB3L4	1	CREB3L4	
LTBP3	1	LTBP3	
MAP4K3-DT	1	MAP4K3-DT	
PCDH11X	1	PCDH11X	
LINC01471	1	LINC01471	
TSC22D1-AS1	1	TSC22D1-AS1	
PHLDB3	1	PHLDB3	
ARRDC4	1	ARRDC4	
ANKEF1	1	ANKEF1	
ITGAV	1	ITGAV	
ETV3	1	ETV3	
LDHD	1	LDHD	
SNRNP40	1	SNRNP40	
PLPP3	1	PLPP3	
RACGAP1	1	RACGAP1	
LAMTOR5-AS1	1	LAMTOR5-AS1	
ZNF880	1	ZNF880	
APOM	1	APOM	
WDR27	1	WDR27	
ABHD1	1	ABHD1	
DENND4C	1	DENND4C	
PARD6A	1	PARD6A	
LDLRAD3	1	LDLRAD3	
LEKR1	1	LEKR1	
HBQ1	1	HBQ1	
MINDY1	1	MINDY1	
GTF3C6	1	GTF3C6	
CCND2	1	CCND2	
ANXA2	1	ANXA2	
LAP3	1	LAP3	
HSPB8	1	HSPB8	
TRAF7	1	TRAF7	
MAGIX	1	MAGIX	
PHGDH	1	PHGDH	
UCP2	1	UCP2	
PRIM2	1	PRIM2	
ALDH6A1	1	ALDH6A1	
IER3	1	IER3	
CCDC175	1	CCDC175	
EMC10	1	EMC10	
MYO1F	1	MYO1F	
CTSO	1	CTSO	
ACTC1	1	ACTC1	
SLC25A19	1	SLC25A19	
SDC1	1	SDC1	
SLC35F2	1	SLC35F2	
PPP1R35	1	PPP1R35	
THSD4	1	THSD4	
SAP30BP	1	SAP30BP	
SMC2-DT	1	SMC2-AS1	
SMIM1	1	SMIM1	
FILIP1L	1	FILIP1L	
GPNMB	1	GPNMB	
LEPR	1	LEPR	
FTL	1	FTL	
PLEKHG2	1	PLEKHG2	
LINC01273	1	LINC01273	
